Id, target
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%programW6432%\\Microsoft\\EdgeWebView\\Application\\*\\msedgewebview2.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%programfiles(x86)%\\BraveSoftware\\Brave-Browser\\Application\\brave.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\microsoft\\edge\\application\\msedge.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\microsoft\\edge sxs\\application\\msedge.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\microsoft\\edge dev\\application\\msedge.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\microsoft\\edge beta\\application\\msedge.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\microsoft\\edgewebview\\application\\*\\msedgewebview2.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\microsoft\\edge sxs\\application\\*\\msedgewebview2.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\microsoft\\edge dev\\application\\*\\msedgewebview2.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\microsoft\\edge beta\\application\\*\\msedgewebview2.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\mozilla firefox\\*\\firefoxportable\\app\\firefox64\\firefox.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\mozilla firefox\\firefox.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\centbrowser\\application\\chrome.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\chromium\\application\\chrome.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\epic privacy browser\\application\\epic.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\firefox developer edition\\firefox.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\google chrome\\*\\googlechromeportable\\app\\chrome-bin\\chrome.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\google\\chrome beta\\application\\chrome.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\google\\chrome dev\\application\\chrome.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\google\\chrome sxs\\application\\chrome.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%localappdata%\\google\\chrome\\application\\chrome.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\explorer.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\microsoft.net\\framework\\*\\dw20.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\notepad.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\splwow64.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\ssdal.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\atbroker.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\bdeunlock.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\buaappnt.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\conhost.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\ctfmon.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\dwwin.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\ie4uinit.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\igfxem.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\igfxhk.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\igfxtray.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\macromed\\flash\\flashplayerupdateservice.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\microsoft.uev.synccontroller.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\notepad.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\ntprint.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\pcaui.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\searchprotocolhost.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\slui.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\spool\\drivers
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\verclsid.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\werfault.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\werfaultsecure.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\wermgr.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\wevtutil.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\wfs.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\xpsrchvw.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\system32\\msiexec.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\config\\systemprofile\\sogouinput\\*\\sgtool.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\ctfmon.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\dwwin.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\ieunatt.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\ime\\imejp\\imjpdct.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\ime\\shared\\imecfmui.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\ime\\shared\\imepadsv.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\macromed\\flash\\flashplayerupdateservice.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\mspaint.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\notepad.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\openwith.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\prevhost.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\verclsid.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\werfault.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\wermgr.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\xpsrchvw.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\msiexec.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\syswow64\\launchwinapp.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\systemapps\\*\\microsoftedgecp.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\winsxs\\*\\iexplore.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\winsxs\\*\\splwow64.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%windir%\\winsxs\\*\\werfault.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\local\\google\\chrome
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\local\\microsoft\\onedrive
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\locallow\\copitrak
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\local\\centbrowser\\application\\chrome.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\local\\microsoft\\edge\\application\\msedge.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\local\\microsoft\\edge sxs\\application\\msedge.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\local\\microsoft\\edge dev\\application\\msedge.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\local\\microsoft\\edge beta\\application\\msedge.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\local\\microsoft\\edgewebview\\application\\*\\msedgewebview2.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\local\\microsoft\\edge sxs\\application\\*\\msedgewebview2.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\local\\microsoft\\edge dev\\application\\*\\msedgewebview2.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\local\\microsoft\\edge beta\\application\\*\\msedgewebview2.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\local\\mozilla firefox\\*\\firefoxportable\\app\\firefox64\\firefox.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\local\\mozilla firefox\\firefox.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\local\\packages\\*\\localcache\\local\\google\\chrome\\application\\chrome.exe
7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,%userprofile%\\appdata\\local\\packages\\*\\localcache\\local\\mozilla firefox\\firefox.exe
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84,%windir%\\system32\\WerFault.exe
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc85,%windir%\\SysWOW64\\WerFault.exe
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc86,%windir%\\system32\\DWWIN.EXE
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc87,%windir%\\SysWOW64\\DWWIN.EXE
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc88,%programfiles(x86)%\\Microsoft Azure Information Protection\\MSIP.ExecutionHost.exe
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc89,%programfiles(x86)%\\Microsoft Azure Information Protection\\MSIP.ExecutionHost32.exe
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc90,%programfiles%\\Microsoft Azure Information Protection\\MSIP.ExecutionHost.exe
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc91,%programfiles%\\Microsoft Azure Information Protection\\MSIP.ExecutionHost32.exe
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc92,%programfiles%\\Common Files\\microsoft shared\\ClickToRun\\OfficeClickToRun.exe
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc93,%programdata%\\App-V
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc94,%programfiles%\\Microsoft Office\\root\\VFS\\ProgramFilesCommonX64\\Microsoft Shared\\DW\\dw20.exe
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc95,%programfiles(x86)%\\Microsoft Office\\root\\VFS\\ProgramFilesCommonX64\\Microsoft Shared\\DW\\dw20.exe
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc96,%programfiles(x86)%\\Common Files\\microsoft shared\\DW\\DW20.EXE
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc97,%programfiles%\\Common Files\\microsoft shared\\DW\\DW20.EXE
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc98,%programfiles%\\Microsoft Office\\root\\Office16\\ADDINS\\Microsoft Power Query for Excel Integrated\\bin\\Microsoft.Mashup.Container.Loader.exe
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc99,%programfiles(x86)%\\Microsoft Office\\root\\Office16\\ADDINS\\Microsoft Power Query for Excel Integrated\\bin\\Microsoft.Mashup.Container.Loader.exe
75668c1f-73b5-4cf0-bb93-3ecf5cb7cc100,%windir%\\splwow64.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%appdata%\\onetastic\\onecal.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%appdata%\\zoom\\bin\\zoom.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%commonprogramfiles%\\Autodesk Shared\\DWF Common\\ExpressViewer.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%commonprogramfiles(x86)%\\Autodesk Shared\\DWF Common\\ExpressViewer.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\360chrome\\chrome\\application\\360chrome.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\AEtherClientX.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\BRP.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\BabtecCAQ.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\BrowserProcessHelper.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\BrowserProcessHelper64.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\BrowserSubProcess.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\CDLauncher.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\CRM.Terminal.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\CaseBuddy64.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\DealCloud.AddIn.WebBrowserHost.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\Epic.Excavator.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\Hyland.Canvas.FinancialCloseManagement.Client.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\LocalCloudLauncher.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\MSSolveHelper-DataBroker.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\Matrix.Toolbox.TrayApp.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\OTPortal.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\OfflineClient.WebHost.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\PartnerProposition.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\Q-Pulse.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\SS_CRM.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\SecMsg.QueueMonitor.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\TELSheetChecker.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\msoffice-crypt.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\obunity.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\qDocsViewer.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\sme-browser.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\apps\\2.0\\*\\*\\*\\swExplorerLauncher.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\centbrowser\\application\\chrome.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\cflauncher\\bootcodeflow.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\chromium\\application\\chrome.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\epic privacy browser\\application\\epic.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\firefox developer edition\\firefox.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\google chrome\\*\\googlechromeportable\\app\\chrome-bin\\chrome.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\google\\chrome beta\\application\\chrome.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\google\\chrome dev\\application\\chrome.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\google\\chrome sxs\\application\\chrome.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\google\\chrome\\application\\chrome.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\google\\drive plugin for office\\driveforoffice.synchelper.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\gotomeeting\\*\\g2mstart.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\gpg4win\\bin\\gpgme-w32spawn.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\microsoft\\edge beta\\application\\*\\msedgewebview2.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\microsoft\\edge beta\\application\\msedge.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\microsoft\\edge dev\\application\\*\\msedgewebview2.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\microsoft\\edge dev\\application\\msedge.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\microsoft\\edge sxs\\application\\*\\msedgewebview2.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\microsoft\\edge sxs\\application\\msedge.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\microsoft\\edge\\application\\msedge.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\microsoft\\edgewebview\\application\\*\\msedgewebview2.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\microsoft\\offcat\\offcat_rts.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\microsoft\\onedrive\\*\\filecoauth.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\microsoft\\onedrive\\onedrive.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\microsoft\\teams\\current\\teams.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\mozilla firefox\\*\\firefoxportable\\app\\firefox64\\firefox.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\mozilla firefox\\firefox.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\mssolvehelper databroker\\*\\mssolvehelper-databroker.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\mssolvehelper databroker\\*\\verpatch.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\outlooktodoistadx\\todoist.helper.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\packages\\*\\localcache\\local\\cflauncher\\bootcodeflow.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\packages\\*\\localcache\\local\\google\\chrome\\application\\chrome.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\packages\\*\\localcache\\local\\mozilla firefox\\firefox.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\packages\\*\\localcache\\local\\programs\\fiddler\\fiddler.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\packages\\*\\localcache\\local\\programs\\opera\\launcher.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\packages\\*\\localcache\\roaming\\oracle\\oracle sales cloud for outlook\\loader\\appdiag.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\programs\\fiddler\\fiddler.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\programs\\opera beta\\launcher.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\programs\\opera developer\\launcher.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\programs\\opera\\launcher.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\sap\\sap jam for outlook\\bin\\appdiag.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\seclore\\filesecure\\filesecure lite\\doclauncher.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\seclore\\filesecure\\filesecure lite\\pdflauncher.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\seclore\\filesecure\\filesecure lite\\pptlauncher.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\seclore\\filesecure\\filesecure lite\\xlslauncher.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\sogouexplorer\\sogouexplorer.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\temp\\newoutlookinstall\\newoutlookinstaller.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\vivaldi\\application\\vivaldi.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\vivaldidev\\application\\vivaldi.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\yandex\\yandexbrowser\\application\\browser.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\yesware\\yesware for outlook\\yeswareshadow\\yeswarechromium.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%localappdata%\\yesware\\yesware for outlook\\yeswareshadow\\yeswarechromiumx64.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programW6432%\\Microsoft\\Edge Beta\\Application\\*\\msedgewebview2.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programW6432%\\Microsoft\\Edge Beta\\Application\\msedge.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programW6432%\\Microsoft\\Edge Dev\\Application\\*\\msedgewebview2.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programW6432%\\Microsoft\\Edge Dev\\Application\\msedge.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programW6432%\\Microsoft\\EdgeWebView\\Application\\*\\msedgewebview2.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programW6432%\\Microsoft\\Edge\\Application\\*\\msedgewebview2.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programW6432%\\Microsoft\\Edge\\Application\\msedge.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programW6432%\\Microsoft\\Teams\\current\\Teams.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programdata%\\*\\microsoft\\teams\\current\\teams.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programdata%\\WebEx\\WebEx\\Applications\\ptSrv.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programdata%\\WebEx\\WebEx\\Applications\\ptUpdate.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programdata%\\WebEx\\WebEx\\Applications\\ptWbxONI.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programdata%\\app-v
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\BraveSoftware\\Brave-Browser\\Application\\brave.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Cisco Systems\\Cisco Jabber\\CiscoJabber.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\FactSet\\FDSBrowser.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\FactSet\\FDSBrowser_x64.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Kofax\\Power PDF *\\bin\\PowerPDF.exe
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\MQTechnologies
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Office\\Updates
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Office\\VFS
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Office\\Visio
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Office\\Visio10
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Office\\Visio11
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Office\\Visio12
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Office\\Visio13
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Office\\root\\Updates
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Office\\root\\VFS
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Office\\root\\Visio
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Office\\root\\Visio10
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Office\\root\\Visio11
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Office\\root\\Visio12
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Office\\root\\Visio13
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Power BI Desktop
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Power Query for Excel
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Product Studio
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Rights Management sharing application
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft SQL Server
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Silverlight
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft VS Code
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Visual Studio 12.0
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Visual Studio 14.0
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft Visual Studio
26190899-1602-49e8-8b27-eb1d0a1ce869,%programfiles(x86)%\\Microsoft\\Edge Beta\\Application\\*\\msedgewebview2.exe
